Minisector,VER,ALB,Fastest
0,294.4576261653816,295.70902746666667,ALB
1,302.81344703030305,304.51969692121213,ALB
2,274.91658168515954,273.8158121033571,VER
3,116.5559887102037,113.73756797111456,VER
4,235.30526033582981,227.7359180505747,VER
5,275.00538267826084,274.1211378151619,VER
6,216.0401214967742,205.32512905050504,VER
7,175.7923904135152,173.687782790438,VER
8,221.02011490434595,204.168741009046,VER
9,230.19540229885058,216.1380962064516,VER
10,121.0517451891487,117.9300316723128,VER
11,235.3571898749347,231.51150637979092,VER
12,122.25852775091576,122.19587325974805,VER
13,229.36143589935403,231.6323264735632,ALB
14,277.56175584126987,276.9840031756073,VER
15,224.37404352261382,213.2083347956989,VER
16,208.95878018376268,202.29314097026537,VER
17,259.92374101277505,256.1823028747253,VER
18,206.5908190486931,198.86460689600224,VER
19,193.75191090042324,197.80957460168068,ALB
20,269.9719143198738,270.12153196233083,ALB
21,286.4862318376812,292.33478251594204,ALB
22,170.13315166615345,168.06380831673164,VER
23,221.75406953873247,222.85488331034483,ALB
24,280.35779323873527,276.085931597652,VER
25,293.78333333333336,,VER
