Minisector,HAM,NOR,Fastest
0,304.4949756468966,302.6634021155556,HAM
1,149.15543918851907,152.30962468520013,NOR
2,211.2897926916402,210.78760839360532,HAM
3,288.34985238588234,287.7075977098039,HAM
4,314.44044722779444,313.7367139848325,HAM
5,316.34874986666665,311.89769311385186,HAM
6,175.38556544921812,170.26937655812634,HAM
7,121.25977204136524,127.418542618801,NOR
8,254.26862438184872,260.32253933506627,NOR
9,296.1442578554622,298.10231772929205,NOR
10,295.45937324733706,297.9531673484163,NOR
11,140.3773908230318,133.879313117728,HAM
12,181.16343548102503,182.75304072746664,NOR
13,245.33408490496544,247.8196959880901,NOR
14,190.91385123328172,183.77665652150185,HAM
15,190.11106731604394,193.76041530087235,NOR
16,194.75317607665016,194.29979122485514,HAM
17,233.27748691301588,238.34424965627716,NOR
18,278.5853472787301,281.49700159267263,NOR
19,294.38911812879496,293.93914438502674,HAM
20,241.37147694391535,234.96561873984297,HAM
21,194.16515406202686,198.00209502858186,NOR
22,178.52444833232363,191.43760739766591,NOR
23,265.6853615336472,275.0726496110844,NOR
24,303.83411465333336,300.90533210151517,HAM
