Minisector,HAM,GAS,Fastest
0,257.2236889371072,254.27018480643474,HAM
1,209.86730726007374,218.0830045678109,GAS
2,209.62164037825912,204.93475536667586,HAM
3,257.55990673070306,256.36878703312664,HAM
4,270.4795400156136,271.05985963011057,GAS
5,289.60453882962406,286.350259121552,HAM
6,167.94760553033365,165.08193657767137,HAM
7,187.52726626725328,181.0228033297587,HAM
8,268.3444951776439,266.60150609720466,HAM
9,294.92714277128965,290.3542629811371,HAM
10,306.3694978079863,300.65639520288073,HAM
11,307.32139562843514,300.3596840986575,HAM
12,117.12863188895501,114.75734596831452,HAM
13,188.3842693018951,192.365704327516,GAS
14,271.046427950007,270.5271966254826,HAM
15,296.41656511184533,292.6262567874599,HAM
16,303.579934571813,300.80038859007914,HAM
17,190.15139561686047,186.72748790067328,HAM
18,222.6534680041274,224.70266572894187,GAS
19,270.73464635604813,268.415810624895,HAM
20,155.16510359401067,153.97012173962804,HAM
21,148.0823856045632,144.7223775762689,HAM
22,223.08130583341847,221.41988304382315,HAM
23,227.80223897949875,225.94617090976942,HAM
24,161.15572814798037,159.6209208153462,HAM
25,228.60416533333336,,HAM
