Minisector,VER,BOT,Fastest
0,294.4576261653816,291.12604137777777,VER
1,302.81344703030305,300.57865592961303,VER
2,274.91658168515954,274.011501824,VER
3,116.5559887102037,117.57820910991707,BOT
4,235.30526033582981,233.1900480988965,VER
5,275.00538267826084,272.82502346361906,VER
6,216.0401214967742,204.5639742803935,VER
7,175.7923904135152,179.15329717037037,BOT
8,221.02011490434595,213.2806977486748,VER
9,230.19540229885058,227.097500365977,VER
10,121.0517451891487,120.24909960976957,VER
11,235.3571898749347,229.869350094331,VER
12,122.25852775091576,121.08045819013932,VER
13,229.36143589935403,230.97111944827586,BOT
14,277.56175584126987,271.9246324985162,VER
15,224.37404352261382,214.98643384666667,VER
16,208.95878018376268,205.9923256414547,VER
17,259.92374101277505,252.02438253827162,VER
18,206.5908190486931,198.43517264313726,VER
19,193.75191090042324,193.10880914285715,VER
20,269.9719143198738,264.9826424746667,VER
21,286.4862318376812,284.15729173333335,VER
22,170.13315166615345,161.3742356322869,VER
23,221.75406953873247,223.90743217097048,BOT
24,280.35779323873527,274.6747479912088,VER
25,293.78333333333336,,VER
