Minisector,NOR,RUS,Fastest
0,322.7198438242229,322.29666103335785,NOR
1,331.95845251555556,332.24397532113517,RUS
2,335.92220395789474,333.53954365079363,NOR
3,181.88511458140587,192.73269369543942,RUS
4,141.77033442382694,126.32520282883232,NOR
5,270.63421040730094,266.8533639376938,NOR
6,303.45495280357864,300.63218096250023,NOR
7,313.88761947468674,315.59535158599897,RUS
8,275.9312683552841,274.65102708337463,NOR
9,156.20610623433706,148.44825127452918,NOR
10,231.11877475866874,226.88859244913007,NOR
11,235.38305004217577,232.49231379731378,NOR
12,210.55269320907064,207.45214469402683,NOR
13,273.7729083011142,272.16287447197874,NOR
14,308.4176959077937,309.7702911230327,RUS
15,317.5751653434921,320.11861111111114,RUS
16,275.8742781852923,266.2171837179004,NOR
17,222.46194869085045,226.27464323033288,RUS
18,279.8724390098392,281.05699884279244,RUS
19,309.8641573110809,310.6238473167045,RUS
20,323.20225667669604,320.4184551477954,NOR
21,310.85793554285715,292.36378829591183,NOR
22,224.89703304959014,223.37275641025641,NOR
23,270.51271071560444,271.83601320036695,RUS
24,309.14449538037707,306.66775017253275,NOR
25,316.35338218508616,,NOR
