Minisector,HAM,VET,Fastest
0,274.26428537142857,268.42814650340136,HAM
1,289.3131316553989,284.97197747854557,HAM
2,295.06870330225564,292.23034994447113,HAM
3,135.33060567204262,130.38366809745582,HAM
4,212.3399166991004,199.9759602465915,HAM
5,259.3373020952381,254.78619584580497,HAM
6,154.0298524540558,144.53977502792546,HAM
7,218.16564113118943,207.49149060475844,HAM
8,263.2765344229012,257.5112813133787,HAM
9,281.3319077754386,276.6325299047619,HAM
10,251.7219587792175,243.5421133786682,HAM
11,188.09984170740572,182.37604747351008,HAM
12,211.8683319917136,195.4075158407655,HAM
13,152.34909780180178,149.0286916927677,HAM
14,192.6537521584918,183.69675189473736,HAM
15,181.5396805727999,164.5536937187675,HAM
16,229.6961375082413,218.59809057710245,HAM
17,247.69438174290173,239.90126803478262,HAM
18,251.4609688743764,242.4287873939394,HAM
19,244.18966520335033,244.31251115809332,VET
20,152.0396108549894,141.49677629821292,HAM
21,135.5043630709339,135.51858434576383,VET
22,186.26315665806973,174.7766761153245,HAM
23,163.5737347931016,149.9656449746951,HAM
24,233.39195472171625,226.51009317034254,HAM
25,259.6124992,255.53055644444444,HAM
