Minisector,RUS,HAM,Fastest
0,292.5200368153955,289.40468295902895,RUS
1,150.33051330752485,146.8337487364762,RUS
2,226.85801610589337,223.4939439963186,RUS
3,285.0138312459218,280.73313044462583,RUS
4,315.48742190363896,313.4246593575287,RUS
5,285.7783204665387,303.56120996502165,HAM
6,150.92788906907225,149.95021227934396,RUS
7,247.47454482133028,250.52060125475845,HAM
8,114.09377758692229,111.73159447380182,RUS
9,173.10401913700437,173.64137658378067,HAM
10,280.2791781198932,280.50226787613275,HAM
11,302.8546423790476,304.24630228009886,HAM
12,218.67502244811521,201.95960148398544,RUS
13,170.48393226279953,181.93415838500647,HAM
14,280.126271596595,282.8606539167043,HAM
15,315.07811753529853,314.9166809194175,RUS
16,327.62371603330695,327.8394865080277,HAM
17,335.95199125621934,334.8199318048881,RUS
18,339.2319930788456,338.26306348583046,RUS
19,341.3469297964912,339.7153835212949,RUS
20,189.71638937347444,174.34360089496468,RUS
21,181.0436432986325,184.9472277556811,HAM
22,283.59513997025283,281.13974146031745,RUS
23,315.2456213926737,314.0904020614204,RUS
24,325.62593695499305,326.1299697681028,HAM
25,323.0,,RUS
