Minisector,VER,OCO,Fastest
0,307.079594935456,304.9174046997865,VER
1,328.43862444021164,310.555923187671,VER
2,317.96822894102445,295.09052153489176,VER
3,170.43609248290204,169.3357811165553,VER
4,210.43949636596696,210.75450210319016,OCO
5,191.79431982962512,190.0715217826287,VER
6,178.02351639273368,172.58921605286363,VER
7,203.40690687802493,201.11477607554315,VER
8,254.53363658140657,252.46866733384138,VER
9,253.89381083084174,249.8641875130382,VER
10,167.05233511268904,171.35366157280265,OCO
11,230.1443032507061,230.21770844277478,OCO
12,126.96500105571789,124.40765728742457,VER
13,230.74988868840984,236.79410968433496,OCO
14,276.9516670222407,278.0211804490699,OCO
15,273.9954545496104,275.4384278526984,OCO
16,203.81541506709573,199.80758137627706,VER
17,186.94759080752564,187.69711024843915,OCO
18,285.5496328510933,288.6254358121739,OCO
19,321.48852467817477,327.1262113074516,OCO
20,325.87335104211866,334.72642759506175,OCO
21,303.4981366208518,309.5195191625673,OCO
22,262.60519710049226,263.2724614768369,OCO
23,122.30678002466101,120.29514542471368,VER
24,245.45659903150786,247.42731344084658,OCO
25,285.95749952,285.69999786666665,VER
