Minisector,HAM,VET,Fastest
0,270.47377429691875,276.2537085399324,VET
1,290.63450017705026,294.80658435534974,VET
2,297.26386388143413,300.62896361059313,VET
3,128.80678965603067,133.33361293668207,VET
4,191.87035274832894,195.82084118192952,VET
5,258.1865361735447,263.19203767600266,VET
6,141.59817410238895,143.46360931992947,VET
7,204.1508444914732,209.73292160269392,VET
8,260.8786125510762,265.0341900322296,VET
9,283.3199916485172,284.5975354481109,VET
10,225.8016133544172,241.8854208308035,VET
11,177.66451809282793,185.8705364649798,VET
12,186.57217349130204,190.6365200804565,VET
13,146.18494521325283,149.31350286105942,VET
14,179.28385981456222,174.8865764296588,HAM
15,158.62569009785693,161.69230271274958,VET
16,215.63926596410235,214.51069314903643,HAM
17,232.80235957897594,238.35164662961697,VET
18,236.51236486268607,237.5981942738177,VET
19,236.75289857872244,258.1261343436905,VET
20,144.2684858275267,142.6040659808401,HAM
21,138.15980589514703,142.68694320084109,VET
22,168.9105459829106,164.65629082619972,HAM
23,150.80359573593495,149.23267345866506,HAM
24,227.63940055470994,227.43584526361624,HAM
25,,262.16964114285713,VET
