Minisector,VER,RUS,Fastest
0,302.81042324208096,303.8335151542857,RUS
1,320.9425540958153,316.77754913114285,VER
2,324.96913834505625,321.4891433533336,VER
3,190.7572188303069,186.709401734428,VER
4,209.28034535863011,206.1893562176086,VER
5,205.26255249576374,200.98635603987125,VER
6,264.7614975425246,258.19268180654547,VER
7,255.43011802905244,256.1062201620679,RUS
8,210.01373869883562,201.4940133153804,VER
9,207.01931175423377,205.84352679183672,VER
10,142.31887698215826,145.10504222558558,RUS
11,195.28547883753723,201.78599724263051,RUS
12,182.86279717068064,184.1574851504303,RUS
13,245.4992186088889,244.661903960488,VER
14,173.9457192090476,180.77346561896408,RUS
15,232.29880832662528,226.1832964920635,VER
16,274.9499654995011,268.8650672563199,VER
17,279.2964865206349,272.05317233939394,VER
18,273.59921724836937,261.1304341268904,VER
19,256.5621184562186,247.1685467533524,VER
20,254.52126699089948,252.48295454545453,VER
21,255.71545048629588,248.80591305917335,VER
22,222.61687171868132,231.54652186065434,RUS
23,201.01702149334292,191.60011659927162,VER
24,266.5798073194805,261.70040118334,VER
25,284.13250048,278.1916672,VER
