Minisector,HAM,VET,Fastest
0,291.2101730978355,285.98287966621314,HAM
1,300.208458562406,294.2249736412247,HAM
2,305.10952379348373,297.7221439701531,HAM
3,303.0184210526316,296.2529166933333,HAM
4,179.66512336500148,171.69357136120465,HAM
5,221.09095238095236,212.75648098765433,HAM
6,242.78040338778735,235.85194282088003,HAM
7,270.6031178376417,263.87244861678005,HAM
8,263.0627696197012,256.4269397995859,HAM
9,170.76811290746957,161.94332348855798,HAM
10,233.86900036266667,229.61596811080602,HAM
11,140.1856248407939,135.15177078651323,HAM
12,229.76170187408596,226.95019373288312,HAM
13,196.1084868374808,188.31985603764682,HAM
14,226.41376478905514,211.722541638392,HAM
15,249.374689510559,236.42916693333333,HAM
16,265.8681818181818,255.73663239719795,HAM
17,285.9200548689439,280.6141187573536,HAM
18,130.18840572753624,127.4853301875246,HAM
19,168.84672146190002,159.26155274059082,HAM
20,151.98732308352487,142.9935128211114,HAM
21,165.78506802721088,161.34793631214313,HAM
22,120.78711691287646,113.67439618105114,HAM
23,230.86810083453693,225.2465903189269,HAM
24,271.11071418049886,265.70552394887136,HAM
25,283.13749973333336,278.63571382857145,HAM
