Minisector,HAM,BOT,Fastest
0,256.3728783930213,257.6705217735752,BOT
1,137.44394682763715,132.74718074934498,HAM
2,263.24502434432566,263.0421134145893,HAM
3,301.92333328,303.3173114902327,BOT
4,301.69439654252875,302.84174114285713,BOT
5,307.72321424761907,309.08636979157575,BOT
6,311.8512770835149,315.3516368761905,BOT
7,311.93080365714286,316.6814631170255,BOT
8,208.8497259623448,205.07385736069347,HAM
9,197.60365898085664,198.11608139537566,BOT
10,188.5356712362553,184.47436734303437,HAM
11,168.00188497128477,167.42925946472192,HAM
12,255.1479634227629,253.33774520079223,HAM
13,270.688633668816,276.0055284536162,BOT
14,277.34005367741935,279.43905668253626,BOT
15,271.8082108216083,276.8287960225157,BOT
16,190.18443535809428,182.59592719325144,HAM
17,196.6161985091516,192.7947166713137,HAM
18,239.70407272021598,243.283663108239,BOT
19,283.1139879263492,286.7395043556114,BOT
20,302.8223643822548,305.8114582761905,BOT
21,310.2013888790123,312.12890514957223,BOT
22,308.41641659902467,309.86186223673474,BOT
23,261.46742508054183,250.81418715076407,HAM
24,117.63484690598135,115.82213666611253,HAM
25,228.64583466666667,,HAM
