Minisector,LEC,RUS,Fastest
0,307.6392123146667,303.4850731006984,LEC
1,316.90594258285716,313.4861109894737,LEC
2,303.3071726242226,305.0692694293996,RUS
3,181.95886505489503,176.06287035716053,LEC
4,217.93992359009525,219.95432089057962,RUS
5,199.47740152900366,200.67846935132906,RUS
6,182.2984135526816,178.48021769049,LEC
7,199.4610751687542,206.67704085764933,RUS
8,253.7989551884146,255.9959368257047,RUS
9,260.6596022044444,259.81040429758616,LEC
10,177.72626151798409,177.99115773138442,RUS
11,230.27694995063453,229.46480303576885,LEC
12,124.37582062862599,124.21497292059358,LEC
13,240.40527657235396,245.4171040500122,RUS
14,281.0375295639979,276.73019900061024,LEC
15,276.3986310215963,273.8458394795604,LEC
16,210.3025524514139,218.37570111781437,RUS
17,198.04163524777778,193.80424983811446,LEC
18,288.8936398217197,295.762570344583,RUS
19,319.08102714612227,332.5537826238219,RUS
20,322.5955002453333,345.4600002234921,RUS
21,302.28658953815784,321.07166987791004,RUS
22,281.2209515784242,279.0775841536204,LEC
23,123.08452240487091,122.80674021725595,LEC
24,248.40994210044713,242.78883483390948,LEC
25,,284.35714194285714,RUS
