Minisector,VER,GAS,Fastest
0,309.906776522857,308.70208531319724,VER
1,192.3871540086286,196.72762314760732,GAS
2,111.83961107349316,110.8640986896798,VER
3,199.86786891185184,189.8985560942153,VER
4,257.8844521779107,252.40958143951173,VER
5,285.0699269281999,285.1696088099567,GAS
6,301.37697323990926,302.0901442841527,GAS
7,234.9193226393601,231.21757279557815,VER
8,144.58934670099737,146.85113554930365,GAS
9,232.0010943228226,229.1146030374603,VER
10,271.7709642516959,270.19390296996545,VER
11,235.24227184561403,227.3269446817893,VER
12,177.5748213902836,170.09171138667867,VER
13,106.59975437212124,109.1292969043084,GAS
14,108.40515047556364,105.41646078664235,VER
15,142.8635772620683,137.77651159136764,VER
16,111.37516131891694,113.65679703171078,GAS
17,214.04970525044735,203.26495455753727,VER
18,158.06916636185008,157.30525030532309,VER
19,145.45145383014142,148.45685728420634,GAS
20,242.47766592,238.68895252381688,VER
21,274.04577208574887,271.40628227555555,VER
22,292.29752957086833,290.85629353238596,VER
23,300.75064471111114,302.45868035555554,GAS
24,307.0591301762238,307.8333333333333,GAS
25,309.0,308.0,VER
