Minisector,SAI,HAM,Fastest
0,321.6554026816506,323.8878786181818,HAM
1,328.53409090909093,331.33901586475565,HAM
2,324.5268542251026,327.95221870822513,HAM
3,204.85844379099098,195.50090044803142,SAI
4,120.46691197978983,124.46450147814976,HAM
5,264.8270592490508,265.20335584197534,HAM
6,301.37226586190474,301.86765845079367,HAM
7,309.6542184679089,316.330615884058,HAM
8,274.68146246424556,277.7152487736264,HAM
9,146.87947643128842,153.01580507234044,HAM
10,222.03742764329004,228.62830765333334,HAM
11,219.15460191869633,224.75278975238095,HAM
12,202.58749884444444,203.69175905531594,HAM
13,270.43778783369333,270.69643522801704,HAM
14,304.9479972167328,307.0282773542095,HAM
15,313.2031197537958,320.8925724289855,HAM
16,262.0933020952381,273.6947640647119,HAM
17,210.52363105025137,213.65405241456583,HAM
18,274.3164289584762,275.22625005599957,HAM
19,306.36436958023387,308.82934757101447,HAM
20,315.33020189151136,321.9239342500445,HAM
21,300.9460167616841,306.0631222592133,HAM
22,213.18112038592065,216.03589666058923,HAM
23,266.5996701232358,268.25145449876544,HAM
24,303.819125344,306.6117557142857,HAM
