Minisector,NOR,GAS,Fastest
0,295.2719551589743,303.11299835804795,GAS
1,235.635938,232.576284641077,NOR
2,203.6941965608485,190.42502193273654,NOR
3,267.5672840691358,268.4684952714183,GAS
4,224.24637388997297,213.97919437048444,NOR
5,111.15957795674814,109.28926910898697,NOR
6,175.05242114370316,168.20407256268382,NOR
7,255.8567939152709,256.4797158602552,GAS
8,284.68501884844125,284.5141278645143,NOR
9,296.33974214060066,298.99738621614904,GAS
10,290.2210237805714,301.841833344,GAS
11,221.47600103236806,221.07818998531718,NOR
12,147.51959922906389,148.06684057876424,GAS
13,257.17844394557824,257.2006406085903,GAS
14,289.13805941807993,289.4764134023999,GAS
15,295.08437506666667,296.91674339191843,GAS
16,279.77163466666667,287.7868335786667,GAS
17,246.72416679111112,242.24912864436692,NOR
18,175.19509054127255,167.63269704269115,NOR
19,182.96009510692025,178.38517560046458,NOR
20,173.04992622105235,178.255485263938,GAS
21,245.01822642118378,239.65016702065628,NOR
22,122.41118231808487,121.24245080580006,NOR
23,192.87863784126984,197.17511532972975,GAS
24,281.0955677707854,282.5702266937761,GAS
