Minisector,VER,HUL,Fastest
0,287.55898862688167,289.1618788510363,HUL
1,136.22619047619048,138.03632657924163,HUL
2,154.25634251009134,137.75434952707246,VER
3,227.54761904761904,224.96680594828314,VER
4,165.5977281742789,160.5512776254921,VER
5,242.13492063492063,239.76573943703704,VER
6,233.58761454469936,232.58453959183672,VER
7,139.60859935302275,130.4537281824192,VER
8,232.62965417543438,225.44071967607098,VER
9,275.83796296296293,273.7674827503268,VER
10,286.5432287333333,288.7218671600307,HUL
11,154.506451372043,152.97180488443706,VER
12,218.56592281904764,210.48496343035458,VER
13,269.4953288216002,266.1474616300752,VER
14,272.3106481185185,276.2837088265387,HUL
15,105.75473108171099,102.72557130126079,VER
16,219.47712355680025,205.0553177123634,VER
17,271.8666666666667,267.25715926722694,VER
18,293.9236978,292.05169512367434,VER
19,305.0947619352381,302.6051615037331,VER
20,311.4547619047619,309.2041666,VER
21,292.0203138666667,291.9458358,VER
22,159.33779735560267,152.28439292731673,VER
23,237.44407887719296,228.50291488,VER
24,278.61282798861015,274.90908756610037,VER
25,290.3749984,,VER
