Minisector,PER,ALO,Fastest
0,304.5251009197848,299.5868653883948,PER
1,238.783278799552,243.35014004000598,ALO
2,126.96122338500594,134.25705543279628,ALO
3,242.3046287664261,229.7075272429437,PER
4,189.87999180268963,191.70286529509298,ALO
5,248.10733536234346,244.59373072298754,PER
6,233.82120216997427,234.94254979184439,ALO
7,257.9067521220838,256.2880402770881,PER
8,291.26323010077925,284.07465677963637,PER
9,199.3206198723986,210.14700397535012,ALO
10,199.22454689023857,209.8826284125403,ALO
11,272.0243614371848,271.3974225252174,PER
12,211.29900116813852,210.26159003530665,PER
13,250.12624828472482,251.5499653823129,ALO
14,290.75981573333337,289.6470601197558,PER
15,307.4681968181521,303.6692586842236,PER
16,309.1143442144108,299.88990493188214,PER
17,212.86931547649968,212.31086047353534,PER
18,262.25817636200014,256.1327049752637,PER
19,295.11545596275135,292.1829199128958,PER
20,309.82688490522594,305.2639354424963,PER
21,312.2462794648196,310.4237500088889,PER
22,154.75367087404277,160.1645153916969,ALO
23,229.70396837315022,234.7497901705803,ALO
24,286.9079881576434,286.3211446459141,PER
