Minisector,VER,BOT,Fastest
0,271.3595171947154,272.86299576023475,BOT
1,288.7688042920571,292.9369983483601,BOT
2,294.8965029142857,295.4849856783675,BOT
3,137.5968116052385,131.22927347511344,VER
4,204.4242961284519,203.25536244390813,VER
5,262.1665701475403,258.68912100740744,VER
6,155.01867401097937,143.24363363000887,VER
7,210.93043494034654,214.31645009388566,BOT
8,261.3986938370147,264.5692753464141,BOT
9,281.5236915123444,285.2491911410425,BOT
10,253.4649005338,241.43863931969582,VER
11,192.83267625417267,181.93517861569677,VER
12,203.99548427885412,200.41924916429517,VER
13,158.446187450512,140.97862639125887,VER
14,187.42516231931444,179.27196934643547,VER
15,174.62497690701642,167.70003678458028,VER
16,225.78565856482183,223.41179975223253,VER
17,248.11210172207973,241.35315959368685,VER
18,248.32725466441647,247.45422168895897,VER
19,257.72105788055404,228.18231064439345,VER
20,152.05361952305444,154.24334786892047,BOT
21,145.35857673350145,129.69465970862527,VER
22,176.5276033955563,175.98467360946802,VER
23,158.6585832885654,158.87778327745357,BOT
24,235.90464406469158,238.95068341884394,BOT
