Minisector,HAM,OCO,Fastest
0,257.385712067741,258.5583844053907,OCO
1,136.9730975483037,129.73181278497415,HAM
2,265.43262854965985,268.12785255249963,OCO
3,306.89416231624585,312.0495447589234,OCO
4,306.05071428571426,313.0208553521357,OCO
5,315.28193808349675,321.99086123377776,OCO
6,320.37213827838826,327.0319588703704,OCO
7,320.090902175224,322.2190798533333,OCO
8,204.34363068161312,199.4706730085976,HAM
9,205.61899004535613,205.01436986796605,HAM
10,182.72718569861271,182.2906429076133,HAM
11,172.53692745474447,174.79457097858585,OCO
12,259.9493295130795,258.5187192825397,HAM
13,279.80761850142983,272.4164174716699,HAM
14,287.0161950250441,281.22712913544126,HAM
15,273.25987286209175,260.76608319523683,HAM
16,178.2265798181322,173.7098572111877,HAM
17,196.71850791113187,188.75511631897274,HAM
18,244.29678819914102,250.57720141912037,OCO
19,286.49684639094204,294.2239657825987,OCO
20,305.39023333333336,314.42711734049425,OCO
21,311.5333770172093,320.80357499362316,OCO
22,308.92554563492064,316.08751939875776,OCO
23,251.66416479259593,242.16513640694518,HAM
24,126.51728664351273,123.2792296161714,HAM
