Minisector,HAM,RAI,Fastest
0,270.7791505010085,269.897566555486,HAM
1,289.3586473229377,287.7925158229114,HAM
2,294.15125997040525,295.84394463433813,RAI
3,134.63178818938684,130.6725740702939,HAM
4,202.04158468444658,190.77792886949612,HAM
5,260.64994690115634,257.27513911300633,HAM
6,146.6791016457607,138.77739764306727,HAM
7,209.26195826123967,206.0649700937349,HAM
8,263.21804968884254,259.26650961216956,HAM
9,283.6279548542695,280.6376905715808,HAM
10,244.3388906335787,241.92336897421214,HAM
11,184.87451346358102,185.29075721125645,RAI
12,192.34305310041313,187.6366797029751,HAM
13,151.2487052064689,149.47047784492747,HAM
14,185.7193501754743,171.81262809958588,HAM
15,170.30325861635382,159.57784277272913,HAM
16,218.7857806792328,209.63345441417428,HAM
17,239.2446180746705,238.46717235888573,HAM
18,240.33653056464496,233.11223134210513,HAM
19,249.49932490230842,255.18872155310467,RAI
20,152.018018296306,141.9889845375898,HAM
21,139.4830329528325,139.29329092552842,HAM
22,172.75503863396676,163.74373993781438,HAM
23,155.85450333740317,150.95234954482913,HAM
24,233.47513589285796,224.4698778799433,HAM
25,,254.7916672,RAI
