Minisector,VER,STR,Fastest
0,281.1177185041812,275.1806340280435,VER
1,297.41290111212146,292.638773020314,VER
2,294.98674447140644,290.80450354004495,VER
3,187.3554041529522,174.86419848939593,VER
4,134.86829383010584,125.92498700152915,VER
5,244.11726945698166,238.27542931444881,VER
6,283.4182980778038,277.9296648274173,VER
7,290.82692246153846,280.91300756726434,VER
8,191.5418000702392,186.426688001884,VER
9,154.1649308410548,146.99527998378713,VER
10,256.5545398285714,252.76836609567567,VER
11,291.47756246868454,286.9541945032411,VER
12,304.4598767987761,299.73366634669395,VER
13,292.08657217285327,281.03895457131324,VER
14,301.32037557069526,292.45129115517295,VER
15,302.83442230647154,295.53921142502253,VER
16,265.9080564100822,257.38129782139856,VER
17,239.6825426404548,227.91307656190477,VER
18,279.8254442891479,273.6533924069936,VER
19,297.12016045460814,291.99499995733333,VER
20,299.32024641105585,297.26859323746487,VER
21,247.32463603339687,229.50397989057961,VER
22,267.91899123938856,253.69402119419564,VER
23,145.66338297420236,142.2712146012535,VER
24,227.01029311167767,216.35619028505425,VER
25,,258.07499946666667,STR
