Minisector,VER,RUS,Fastest
0,248.34023013986393,249.22798026869978,RUS
1,283.17250464295125,286.4059398690909,RUS
2,182.7641066721693,160.39321996583988,VER
3,156.23361261827995,164.25573338583334,RUS
4,256.7526564520635,257.6661540238407,RUS
5,274.185439687928,269.9265596804494,VER
6,240.4368594893754,226.37955099831416,VER
7,207.2345313606391,209.55208529168175,RUS
8,159.59836089390177,164.31109597418077,RUS
9,218.42201401998827,219.99552183709005,RUS
10,271.43554634020205,275.1685119236117,RUS
11,126.92057581210351,132.3219844621167,RUS
12,212.87314017192764,216.75539921805287,RUS
13,274.7097672228571,280.69372814040815,RUS
14,297.57848187970274,301.95260041938366,RUS
15,308.4543703249524,313.8491069918797,RUS
16,235.5272049359552,227.98224059012776,VER
17,130.42077472411688,131.89624725764125,RUS
18,129.91953338154204,129.61512900947116,VER
19,122.11592984678646,122.42223855240789,RUS
20,225.49135364158116,226.08206154108464,RUS
21,259.6474605079208,256.6689977299411,VER
22,243.031496761432,238.50092264548775,VER
23,217.81777670853702,210.3004695647677,VER
24,135.18108005615906,140.97283724445728,RUS
25,216.88,,VER
