Minisector,LEC,SAI,Fastest
0,276.2683723843736,277.210995002963,SAI
1,302.41166677930215,301.2312342095238,LEC
2,299.91267344900433,302.1008333866667,SAI
3,182.58698061960473,174.2084871397666,LEC
4,113.60897876617766,114.99169761111384,SAI
5,232.2271242014839,236.8621804245754,SAI
6,294.4769556957129,285.79232054943407,LEC
7,311.1585204977778,304.16328145888195,LEC
8,173.82446632827387,176.76019114632146,SAI
9,134.51675296702027,134.29716282208875,LEC
10,248.8408863858265,246.23387252443501,LEC
11,288.4196187979098,290.1109673827973,SAI
12,306.1114767542857,304.23476986385964,LEC
13,280.94992092594345,285.15947546314453,SAI
14,294.9153463652174,295.86307011929824,SAI
15,296.15326732050977,295.6015391755514,LEC
16,259.10274203670997,253.48336659479696,LEC
17,223.8806248026503,218.8841362521459,LEC
18,282.7315746732275,275.0173108402116,LEC
19,314.05990992413035,301.486138799822,LEC
20,322.7849751026455,310.56377341234565,LEC
21,215.384703002884,229.82209328655404,SAI
22,255.46018227499812,256.0309764673077,SAI
23,125.76168297751988,135.01898427578624,SAI
24,204.5204647872867,198.36665602808992,LEC
25,253.6772706909091,255.8166656,SAI
