Minisector,VER,SAI,Fastest
0,276.0287763428403,284.1770969025451,SAI
1,147.99851913129834,150.30020821966835,SAI
2,166.9763838316553,156.17144552085048,VER
3,244.43968898652577,241.95865671143892,VER
4,273.2061079636363,263.0221173625859,VER
5,229.37964158064503,230.37855824516694,SAI
6,204.62404992646464,205.46046409764773,SAI
7,137.8955803504291,139.68703699870417,SAI
8,228.1244803181318,228.88232389438423,SAI
9,297.64619835428573,297.98178396645505,SAI
10,320.7731324801101,320.4724998577778,VER
11,320.48212192477155,320.4425773929822,VER
12,314.90513884952384,313.7951339085714,VER
13,310.90399900872177,308.60457868883117,VER
14,123.43611468930904,126.57798024582091,SAI
15,112.63246107566142,118.9397634286959,SAI
16,101.21670791144734,100.42753979922078,VER
17,241.19611961366329,236.33146941298702,VER
18,303.4608010059783,302.83766929862713,VER
19,318.8068838374194,318.82318147369836,SAI
20,317.06704647155755,316.4836111644444,VER
21,315.7857145904762,314.87368424421055,VER
22,129.20449801549108,117.27754813754511,VER
23,200.6587467942093,204.8150678649916,SAI
24,263.6395461263238,269.1682894796781,SAI
25,268.7083328,277.1118010216683,SAI
