Minisector,HAM,PER,Fastest
0,302.53079301065713,291.60918150949345,HAM
1,317.3267264186909,300.5865312964265,HAM
2,325.61163201666665,304.8270751079739,HAM
3,324.89805194805194,298.78666549841273,HAM
4,172.83554283342528,172.52955561634408,HAM
5,212.49898530714978,207.19520802552609,HAM
6,239.87015366875062,232.69006571439675,HAM
7,264.78811708883114,264.98859931552,PER
8,245.96807625055416,250.35924671311332,PER
9,160.70590884705882,162.02719425918607,PER
10,225.4144917600058,221.01664566239785,HAM
11,127.53918324297747,130.43339817468458,PER
12,228.46854765874514,231.42410946367573,PER
13,179.73307084952378,178.5563274700529,HAM
14,215.62397917124426,215.15770791966386,HAM
15,248.99439180654244,245.9847729648485,HAM
16,265.1992866989689,264.1051917798942,HAM
17,285.6380016888889,287.529709836555,PER
18,151.7923155745355,162.66131687909262,PER
19,168.15546318257253,169.70954400455383,PER
20,139.35467191735586,143.85369625305205,PER
21,227.79852463007214,232.1026758164671,PER
22,260.9515335619048,264.78838316103617,PER
23,249.8939166,247.7229894690909,HAM
24,271.9638568393746,279.20247484870845,PER
25,282.2833333333333,295.2499968,PER
