Minisector,VER,HAM,Fastest
0,271.154147203208,276.66711244865496,HAM
1,298.95513742678,309.8251037933333,HAM
2,312.141690354215,331.3319752,HAM
3,318.3925923555555,342.20424134564104,HAM
4,323.50305055873014,344.9798610666667,HAM
5,324.61701600344094,343.4867950605128,HAM
6,208.27594931474286,219.66204258963805,HAM
7,108.27507600441879,106.50873128114273,VER
8,187.47241204237207,190.34836409304475,HAM
9,261.23215409938337,267.65871776374246,HAM
10,289.5606693742857,296.38563117475917,HAM
11,171.557917612693,165.42891307668333,VER
12,96.09234212037258,95.00121865666118,VER
13,115.49217136607633,118.6076657094394,HAM
14,216.47388996740742,217.62539193970676,HAM
15,191.91513147006594,184.3676929271904,VER
16,226.0677137423378,220.49933955355056,VER
17,182.40749459702522,181.06750346231294,VER
18,236.536113819714,228.3975972937143,VER
19,276.32640674904064,273.2189222942726,VER
20,252.32349063917835,240.16404493688887,VER
21,148.22691888010883,145.130441213472,VER
22,93.64520823801789,97.92655723774533,HAM
23,126.7585236585843,125.30264410762797,VER
24,225.79081291660458,222.83394993089817,VER
25,,257.89624928,HAM
