Minisector,VER,RUS,Fastest
0,304.339996256,298.2225074952657,VER
1,159.4995307469398,164.16274690398532,RUS
2,153.70715386563063,157.1810052797581,RUS
3,235.83322378239998,228.35152345991986,VER
4,286.41598924634303,284.22683408618514,VER
5,288.22979794882156,294.1380681896296,RUS
6,146.7138868581755,148.5281498381254,RUS
7,148.78076848851046,152.47492679332518,RUS
8,142.72791291714583,152.90782458920634,RUS
9,190.45211395749686,175.61592839114755,VER
10,132.18976822323415,133.40650322494116,RUS
11,126.6686788839247,132.1245101318183,RUS
12,162.49698823548346,163.30819740929593,RUS
13,267.1637342741864,267.4363015613007,RUS
14,297.7285651437037,292.8289920004233,VER
15,147.3001164038951,148.20429695095515,RUS
16,208.22362268743686,217.6280031841689,RUS
17,170.9528345027916,170.87025319511991,VER
18,271.85484984300143,269.47647865702066,VER
19,297.7031345801595,294.27115696969696,VER
20,312.38354255312794,305.90033352533334,VER
21,321.2037880193939,312.9903145907802,VER
22,325.9460606836364,317.21126052231403,VER
23,327.7113487157895,319.0353529904762,VER
24,328.3829561904762,320.0711786057143,VER
25,,320.0,RUS
