Minisector,PER,LEC,Fastest
0,273.1947756213585,275.1438111613968,LEC
1,292.6224779916458,295.93170087785734,LEC
2,291.204457536859,295.20112467167917,LEC
3,186.66875511652503,182.46538389021944,PER
4,117.66081871267777,116.59633444672015,PER
5,230.78775488501347,232.5276931029228,LEC
6,275.66565276389053,278.70654167466665,LEC
7,290.8700690406926,291.39627892184956,LEC
8,180.65462873732338,180.23411041837537,PER
9,138.5773910115855,139.77087663581324,LEC
10,243.6480076736,243.8629475355499,LEC
11,282.54904544548054,286.0031817730724,LEC
12,295.32578304057233,302.1044312651852,LEC
13,280.4632816498147,277.8137176061362,PER
14,294.80364828988064,294.0017885653755,PER
15,301.1834719464048,298.04995949919794,PER
16,252.8182141448294,259.2083135360444,LEC
17,216.5358076576784,214.44034673008733,PER
18,270.727070010694,271.5463676715624,LEC
19,294.77741650723976,295.63047877780775,LEC
20,304.7525985951065,301.22406210883935,PER
21,231.08339286228548,235.1738877233227,LEC
22,250.67931258590622,253.4968416171764,LEC
23,139.92274298145225,141.87850757331265,LEC
24,209.4927037853865,204.11277383665495,PER
25,,255.80461478095236,LEC
