Minisector,VER,PER,Fastest
0,290.1416901457385,298.2389932387662,PER
1,298.2397934125913,316.278074074074,PER
2,301.63657413333334,322.28121218327277,PER
3,299.60027732848494,312.12359282269404,PER
4,165.1944414646563,168.68767434404506,PER
5,212.2003201218059,203.5304548327162,VER
6,239.23838095450506,234.63721853218445,VER
7,266.756499656268,266.7299924028793,VER
8,243.28477126271767,249.96900975238094,PER
9,157.52861612871328,159.93883935238094,PER
10,220.49547801172892,219.14563903458054,VER
11,130.20214364375803,132.090972018101,PER
12,224.13955394318842,227.866964431746,PER
13,179.00831994799307,177.54413754825967,VER
14,212.0019142250038,215.85711932038095,PER
15,243.63555318883874,232.0478016067357,VER
16,261.573338237927,258.1197186793651,VER
17,286.25344031686274,280.4154681855147,VER
18,150.29696284379747,151.03465537084392,PER
19,160.9003855833214,167.08110109632094,PER
20,136.37673928652393,143.32482590725454,PER
21,226.95010581712233,221.76418679492065,VER
22,262.1177084248889,248.20227797231746,VER
23,252.68458225406658,240.043552648274,VER
24,275.2927664740741,268.1871188734276,VER
25,285.24250048,,VER
