Minisector,LEC,SAI,Fastest
0,309.7921296,307.5682278558968,LEC
1,233.2756047690807,240.39563565263092,SAI
2,130.9265816099562,136.1992543633797,SAI
3,216.81713777336805,218.7568548590646,SAI
4,264.98937551999995,263.67083424000003,LEC
5,297.3601814745833,290.4165309317013,LEC
6,318.31666800603796,304.28921568627453,LEC
7,287.6103052350877,293.312497362963,SAI
8,177.94308008885727,178.27445909891628,SAI
9,237.80297233465993,239.57689527272726,SAI
10,275.57478107268173,273.7446335206562,LEC
11,271.8603058526316,267.8929155733333,LEC
12,212.0238846028091,206.51833309866666,LEC
13,129.30451593390367,128.90337606753388,LEC
14,120.51482856380197,124.46223761199823,SAI
15,162.7920419041483,163.47324845714286,SAI
16,125.23962208130547,123.40524577513588,LEC
17,228.42157219635592,228.54166784927537,SAI
18,188.40014662857143,190.29884815448278,SAI
19,155.38543596635122,156.69537990364145,SAI
20,244.1481611705628,245.347081347483,SAI
21,276.12926469529367,274.0372812912281,LEC
22,292.0995056811639,290.909392,LEC
23,300.5759261037037,301.231359842807,SAI
24,304.96729801591715,305.37500003137256,SAI
25,,306.48333333333335,SAI
