Minisector,NOR,HAM,Fastest
0,271.3832497360271,274.4716281556254,HAM
1,234.68344794883177,253.1357654164502,HAM
2,120.04112441736949,121.59792387675085,HAM
3,172.83537493328717,177.30802676060605,HAM
4,200.19174975045524,198.4244026800586,NOR
5,199.08010887999998,204.00997630927912,HAM
6,262.02595162229403,266.8469553124926,HAM
7,283.65459242039645,287.16890728694676,HAM
8,219.98322588994708,248.6188254196578,HAM
9,150.41029899559405,151.87927090816126,HAM
10,117.93533140443898,124.63161742870088,HAM
11,160.66008242318466,165.12439599014436,HAM
12,248.50624993629629,248.46780236606062,NOR
13,160.2605872067221,167.20568595015808,HAM
14,148.49927478045228,153.31345147107854,HAM
15,108.60731310917885,113.69905494872768,HAM
16,214.18987736192827,213.67334816212653,NOR
17,238.00129397544654,249.65233784550895,HAM
18,129.0636028057065,134.8707043313016,HAM
19,237.25493999540424,237.82634092496008,HAM
20,275.1956138782766,278.86358512733153,HAM
21,203.20921421201533,216.6043662232069,HAM
22,146.5711781634317,150.57329295429022,HAM
23,218.6512662992475,222.29918035888616,HAM
24,232.58751410967614,228.81193556265094,NOR
25,258.4500032,259.720832,HAM
