Minisector,NOR,HAM,Fastest
0,322.22814069943473,315.50515737560215,NOR
1,319.4497992072804,312.480654552381,NOR
2,169.95047516814947,159.68606493180633,NOR
3,163.74573246476191,164.48114470859622,HAM
4,200.48259446194243,196.65020893620405,NOR
5,150.32876751324682,149.4813892019794,NOR
6,207.16824905627982,210.69158647252115,HAM
7,272.6069833743916,278.1356053253627,HAM
8,293.0217024795592,290.04739577333334,NOR
9,288.96514733803923,281.74250061738775,NOR
10,240.00432407685884,244.886889776,HAM
11,241.10552996692786,243.714625372708,HAM
12,220.42458668654245,221.77797041855607,HAM
13,174.7665390971492,168.14819158938502,NOR
14,142.02820744701768,142.7839018538251,HAM
15,133.70627446133105,130.47361901728982,NOR
16,207.14592621714286,207.41635510735426,HAM
17,272.17052913015874,267.0030121752381,NOR
18,200.98616366506667,186.59350766188842,NOR
19,114.38360308569008,117.72603812058345,HAM
20,212.3542848914286,211.0140545150498,NOR
21,189.05060596236558,189.09347774476862,HAM
22,252.6782899321905,250.83968196031003,NOR
23,276.3172021285714,279.12312134736845,HAM
24,303.0339587131345,304.9306418305903,HAM
25,313.0,,NOR
