Minisector,VER,LEC,Fastest
0,290.1416901457385,293.97300151466675,LEC
1,298.2397934125913,304.5235118899471,LEC
2,301.63657413333334,309.29059748289245,LEC
3,299.60027732848494,308.8810382747942,LEC
4,165.1944414646563,167.41840396323232,LEC
5,212.2003201218059,208.63450984337308,VER
6,239.23838095450506,234.2601463709091,VER
7,266.756499656268,267.2745168002457,LEC
8,243.28477126271767,241.7249480493582,VER
9,157.52861612871328,156.4638931921181,VER
10,220.49547801172892,223.506949543416,LEC
11,130.20214364375803,128.02585427345625,VER
12,224.13955394318842,228.92321664607516,LEC
13,179.00831994799307,179.29160595566654,LEC
14,212.0019142250038,213.7906842837285,LEC
15,243.63555318883874,239.83627899797293,VER
16,261.573338237927,264.07374550181817,LEC
17,286.25344031686274,289.42433022380953,LEC
18,150.29696284379747,149.1306964702837,VER
19,160.9003855833214,163.47010582292438,LEC
20,136.37673928652393,140.91231793659006,LEC
21,226.95010581712233,229.5030098548824,LEC
22,262.1177084248889,262.7897727143269,LEC
23,252.68458225406658,246.75957597638094,VER
24,275.2927664740741,274.87380866528065,VER
25,285.24250048,,VER
