Minisector,VER,BOT,Fastest
0,291.40431441245653,287.46125376394696,VER
1,302.07408000805367,297.34106397645763,VER
2,267.5012651827022,274.67417466758457,BOT
3,110.25128740879923,109.3312127466891,VER
4,220.25639164030568,220.07746828926633,VER
5,267.9700782438736,264.12637051289386,VER
6,207.7114704877267,209.89528626358052,BOT
7,160.9114100526,159.8508062634077,VER
8,200.00928887571428,201.3291858802721,BOT
9,205.92247298708995,210.43305526399854,BOT
10,118.08780460327185,118.69352831793898,BOT
11,224.30266876773845,221.69648758419228,VER
12,117.61933386550663,114.35429788972317,VER
13,219.5988483718299,221.0832537713076,BOT
14,270.41149971329617,268.5785121339739,VER
15,216.0394595041975,206.98954962509774,VER
16,187.13003413923195,184.97675217380953,VER
17,241.02534562378926,245.21190937492983,BOT
18,202.88039987910534,197.26322358405395,VER
19,184.90734822380443,184.41342120256368,VER
20,263.20879143409996,259.20124743173153,VER
21,286.99803110073583,282.75862510285714,VER
22,173.68589049251776,163.4009990768211,VER
23,209.6710985703887,208.6815694914633,VER
24,272.6987279792208,269.7015248767083,VER
25,285.3958336,,VER
