Minisector,LEC,GAS,Fastest
0,280.7440142984127,279.0706286474424,LEC
1,304.6636917595504,301.11694449777775,LEC
2,316.0107993360544,312.10169110812916,LEC
3,322.7490384410257,319.2880952380952,LEC
4,327.79251700680277,324.0025510204082,LEC
5,330.3331037268308,326.98630925714286,LEC
6,211.97083454891774,200.66690535719837,LEC
7,107.4634579958188,102.3731657482251,LEC
8,178.3464650987086,184.03211848888887,GAS
9,267.13897079215684,267.52402032941177,GAS
10,298.0777777777778,296.2289762092736,LEC
11,177.27514026372808,161.38458232888888,LEC
12,97.74829144150557,94.85773644943902,LEC
13,118.64011814988349,113.19459778656899,LEC
14,224.95660400286042,221.80421651769748,LEC
15,183.40498475555555,179.0829459491008,LEC
16,224.3758319686137,215.33348636356476,LEC
17,172.48254499856483,172.38962458008427,LEC
18,241.67136522862702,234.4658221393484,LEC
19,286.24009093427605,278.5625008,LEC
20,255.40139075555555,257.5449173284185,GAS
21,148.38085928120765,143.86309717670795,LEC
22,97.42126403333658,94.63529612972938,LEC
23,123.95802440946929,117.49681853409737,LEC
24,232.39613146666665,224.47607315809523,LEC
25,,260.2638919111111,GAS
