Minisector,LEC,NOR,Fastest
0,323.5124603527014,317.278491569733,LEC
1,338.2597086845113,325.23510104,LEC
2,337.55299979147867,329.18408228786035,LEC
3,201.45930454337238,192.17159214192088,LEC
4,110.94093627404878,116.18429370933603,NOR
5,259.1428776301351,260.6992463074544,NOR
6,299.8455919703309,297.3768253635401,LEC
7,319.611044186723,307.61430559999997,LEC
8,279.17855079997827,268.1803637664303,LEC
9,133.40725902116094,137.99466666888114,NOR
10,207.15278045131558,210.01142909943243,NOR
11,208.94121989817918,205.44852193658474,LEC
12,188.0558487825192,185.36747911419826,LEC
13,264.75045739192143,268.36743666834286,NOR
14,307.755692738089,309.12707611111745,NOR
15,324.56551992407685,327.8204943571386,NOR
16,273.4351661124488,261.41121933824707,LEC
17,198.17416295009417,209.37432481487775,NOR
18,265.9468539873568,267.65184394913354,NOR
19,305.79861538966804,303.8041488842914,LEC
20,324.10838626913716,313.1998819470899,LEC
21,322.03941354666665,292.6419188716178,LEC
22,195.0962946337676,199.81095867690476,NOR
23,258.74206682822273,258.2257678289806,LEC
24,303.350330210915,297.7232991488889,LEC
25,,308.9750016,NOR
