Minisector,HAM,VER,Fastest
0,294.7570313853535,296.0934237600945,VER
1,306.29295461333334,305.85777784,HAM
2,311.9339445949556,310.3010235634462,HAM
3,314.87405864744574,302.78299319727887,HAM
4,155.43040233849047,173.2656250630005,VER
5,209.90239970530817,208.39643342034745,HAM
6,240.98126746719564,246.24280780650037,VER
7,273.27956117974935,272.48849376752906,HAM
8,249.21982927688313,252.70620121723354,VER
9,156.0733187468078,161.96248317026107,VER
10,216.63480225873016,225.19676054766163,VER
11,128.22710140131142,130.77657178380508,VER
12,235.94233617822707,231.20088956686868,HAM
13,175.3447597813152,175.61577760371887,VER
14,218.779999182523,215.0367658609248,HAM
15,242.333547435297,245.58607967921992,VER
16,269.2422787908618,265.4747988238993,HAM
17,300.4312143559497,289.50730645660747,HAM
18,151.31760957444624,156.48598188967372,VER
19,166.77460046531064,167.51628628679174,VER
20,134.87041187219364,139.67262823788147,VER
21,228.3503506535266,222.28597225399594,HAM
22,264.2766312642938,265.2084658116402,VER
23,248.09925121119983,258.35855853187553,VER
24,277.3736347906629,281.7387087268567,VER
25,290.1,293.14166684444444,VER
