Minisector,SAI,ALO,Fastest
0,298.76151966535946,303.2877589555073,ALO
1,231.61889179963242,215.88595791227053,SAI
2,132.47858844578113,131.2421071079162,SAI
3,216.1162971059649,218.78494396919788,ALO
4,260.4172662716792,264.286870075739,ALO
5,285.7643292793651,288.69006099666666,ALO
6,298.48905187321515,295.6538807508497,SAI
7,274.47187038419753,261.98507471160065,SAI
8,169.92221360693236,171.72353406614718,ALO
9,238.89091544177776,240.38311140567924,ALO
10,270.9900145954294,267.7523563613893,SAI
11,262.0746925108846,262.3302257356725,ALO
12,205.2775734100585,206.36912730964738,ALO
13,121.70266545524001,126.94439685694236,ALO
14,123.72804445924206,123.49090558822385,SAI
15,156.17963484075537,160.97137172817867,ALO
16,121.79280532509938,123.17550473196324,ALO
17,234.20951905352507,226.50242732946532,SAI
18,170.0728456295596,173.0156545219614,ALO
19,160.95350315567597,160.60809768251605,SAI
20,242.1667422071178,243.09417948549017,ALO
21,270.82825754385965,271.8005329766261,ALO
22,288.95900619871753,293.4030633720635,ALO
23,298.24982133714286,312.34130318933336,ALO
24,303.83835964444444,323.27148432285713,ALO
25,,327.0,ALO
