Minisector,VER,RUS,Fastest
0,275.23513734140954,275.80130517238564,RUS
1,294.4025836928139,299.7228269073302,RUS
2,290.3934620361157,297.92088448607836,RUS
3,181.30821515263747,179.22677096527585,VER
4,121.84511853946367,117.11835793832024,VER
5,231.86074682006512,232.862470593204,RUS
6,281.03052414222225,291.3266953875441,RUS
7,292.77009702316883,310.4321728200867,RUS
8,180.14039350312171,173.37861523473123,VER
9,141.31234137965973,136.66644406134174,VER
10,247.1846694654916,247.71966454970018,RUS
11,285.1131944205848,289.5451546331653,RUS
12,295.04563509164024,304.2153927223392,RUS
13,283.36664120352737,282.0974970392569,VER
14,293.8589572509174,298.4671053152882,RUS
15,291.6587558273346,300.8001387128889,RUS
16,258.5581840302883,255.08574422664478,VER
17,237.76296541302682,223.68431902738354,VER
18,276.2471838448826,280.66787078536765,RUS
19,294.03849568124673,312.48178839655503,RUS
20,292.8169572305366,321.9895320924806,RUS
21,240.78621387915484,225.98902739100166,VER
22,263.5867564989092,250.695179138877,VER
23,132.4810816132237,130.17757253756594,VER
24,213.25711911037922,197.34978958931652,VER
25,,255.74062560000002,RUS
