Minisector,HAM,VER,Fastest
0,271.6269712369231,274.20942742031747,VER
1,291.62609790210126,291.6349362634548,VER
2,292.7502548592208,290.4197752550265,HAM
3,186.51898529081998,174.82657169046877,HAM
4,117.41760316719322,115.67780076354808,HAM
5,232.8864838028681,234.01368529305728,VER
6,274.55426044721503,277.177780565047,VER
7,288.45103203636364,290.65577199108543,VER
8,183.69597121414967,171.63267943804058,HAM
9,141.52422401275538,139.09501598137086,HAM
10,242.88691136727047,248.28943884163172,VER
11,283.57881892392555,286.7387582381139,VER
12,298.50285305797826,292.40647515668087,HAM
13,276.53851901561904,265.42333396622223,HAM
14,292.7572974825488,291.620448262036,HAM
15,300.55922077922077,291.30271877900987,HAM
16,253.68636109859364,236.2433823142953,HAM
17,227.4041919547475,214.4696614076989,HAM
18,273.53255688205866,274.6348806210259,VER
19,294.754920995671,297.5371432484799,VER
20,301.4003864052486,303.3543088599084,VER
21,235.0431362389183,216.13554828483944,HAM
22,258.98565994937076,253.50146405161286,HAM
23,140.7905874071726,131.89690937281492,HAM
24,208.55829137912244,216.29856337683205,VER
25,251.22142902857144,,HAM
