Minisector,VER,SAI,Fastest
0,250.7771297054945,261.37451138380953,SAI
1,128.80786770585513,129.66547436952382,SAI
2,203.25835353514177,201.02155925360282,VER
3,245.91979048888888,246.7809012084601,SAI
4,253.14987482406562,263.005676009324,SAI
5,171.11105437803928,171.36343628527786,SAI
6,140.94384258040162,140.62696653515528,VER
7,181.27551798754016,185.6462397896911,SAI
8,99.27755268988936,98.32616639028944,VER
9,71.8967252777775,69.87189718488307,VER
10,96.50828391397405,95.33726437534854,VER
11,182.43659427102082,187.92976666713972,SAI
12,239.83289126282972,245.7600303658975,SAI
13,256.77133892952384,270.826843712752,SAI
14,261.8122166827925,279.02802166621717,SAI
15,104.8334309320272,103.47086359886744,VER
16,155.74440563067543,155.0611883461671,VER
17,193.04789217452972,187.39346417980087,VER
18,196.50399269333332,194.04166787368422,VER
19,206.5433439369764,202.2076434265671,VER
20,136.78793748380951,135.22853454705123,VER
21,105.6621039165902,103.45270136480922,VER
22,97.65666617672984,102.27122491529778,SAI
23,195.33078964266667,206.01998339076818,SAI
24,248.79356329396825,254.7131429040293,SAI
25,260.0999936,,VER
