Minisector,HAM,SAI,Fastest
0,301.0474567139847,297.81451284172334,HAM
1,318.4131612547743,315.2177509822825,HAM
2,330.1155112793651,318.6059523047619,HAM
3,334.3062261433063,318.21805546666667,HAM
4,197.69731310180288,185.1814264376081,HAM
5,220.22299211924076,220.86002526346005,SAI
6,269.1247783324444,268.3915048432468,HAM
7,269.3460508250945,262.93359662576444,HAM
8,193.8216384849554,192.79878070412835,HAM
9,143.51684812994404,137.30123010696582,HAM
10,185.87672378359926,188.08930539151262,SAI
11,265.74797797647057,261.39058842352944,HAM
12,250.23524056098003,246.41828591116496,HAM
13,232.88904695379034,227.72840209493333,HAM
14,273.62071589931526,269.3997253338256,HAM
15,170.25137149285123,162.55148052100162,HAM
16,219.86098359443224,221.86912260547788,SAI
17,236.38711169223706,237.63605855832597,SAI
18,139.66320011026158,130.90071598522914,HAM
19,251.60181895675248,243.98901956571427,HAM
20,286.63480937614315,286.7661188491228,SAI
21,241.60729803982684,248.29891921380263,SAI
22,143.73757967772002,137.07784565897813,HAM
23,223.00323163033127,210.41641410111723,HAM
24,273.1912059773738,270.82064874782355,HAM
