Minisector,HAM,SAI,Fastest
0,257.5231736068376,266.85624148002086,SAI
1,136.80631336410258,135.96765473458822,HAM
2,207.2903887409414,202.33989017415894,HAM
3,247.94119068647618,245.3178914185695,HAM
4,255.86461451247166,260.56562572444443,SAI
5,177.63528481370594,180.97335966791533,SAI
6,154.1698674245614,154.71685510753485,SAI
7,187.69368373593863,189.87302699672588,SAI
8,101.6229058313906,105.20718617778293,SAI
9,72.5324227775732,70.42932849146621,HAM
10,101.03269523849238,96.77824590877337,HAM
11,192.9267844426889,186.06311956902357,HAM
12,247.45168314923276,244.68869854257957,HAM
13,269.2372400969697,268.19903112489794,HAM
14,274.3372222222222,279.2922984565657,SAI
15,111.31114015852637,109.93861169421466,HAM
16,158.82737019947027,155.04029430744052,HAM
17,188.9328871351082,190.15989729585877,SAI
18,205.08270233426703,206.33087115412772,SAI
19,215.966997552461,216.8575080754401,SAI
20,139.05768329374305,141.1541148742704,SAI
21,118.23441827717238,112.0291051905461,HAM
22,104.08811744315744,103.40772334145608,HAM
23,205.20601444838857,198.84405411862323,HAM
24,251.89036280287934,251.07245520506396,HAM
