Minisector,HAM,GAS,Fastest
0,306.0316470603174,303.11299835804795,HAM
1,244.96687550461772,232.576284641077,HAM
2,193.56909680436925,191.70331082924346,HAM
3,266.57718881347495,269.5599210222116,GAS
4,216.45494155558166,213.97919437048444,HAM
5,110.41729913786064,109.28926910898697,HAM
6,173.13683051916567,168.20407256268382,HAM
7,257.96983481958847,256.4797158602552,HAM
8,288.5947243804096,284.5141278645143,HAM
9,303.24444462222226,298.99738621614904,HAM
10,307.4059527241083,301.841833344,HAM
11,239.24290453350758,221.07818998531718,HAM
12,143.9463807458478,149.7270664711812,GAS
13,255.73573909590402,258.2296306567901,GAS
14,290.39817693845754,289.4764134023999,HAM
15,298.6671664213333,296.91674339191843,HAM
16,290.240624984127,287.7868335786667,HAM
17,243.9597886646489,242.24912864436692,HAM
18,170.69292420101627,167.63269704269115,HAM
19,182.47203214134683,176.94743332426305,HAM
20,174.18832648043266,179.76187239553644,GAS
21,238.57170568386636,237.66145195547384,HAM
22,120.1460903709008,119.92918658493996,HAM
23,199.20306352757555,202.1813123961905,GAS
24,281.4653691303709,282.5702266937761,GAS
25,295.10833386666667,,HAM
