Minisector,NOR,LEC,Fastest
0,271.3832497360271,273.3565139003752,LEC
1,234.68344794883177,250.72682185043476,LEC
2,120.04112441736949,122.30797065502398,LEC
3,172.83537493328717,174.35562867642858,LEC
4,200.19174975045524,195.50861479801858,NOR
5,199.08010887999998,199.32146725583814,LEC
6,262.02595162229403,264.80980141714286,LEC
7,283.65459242039645,286.9132007017544,LEC
8,219.98322588994708,245.54214405547725,LEC
9,150.41029899559405,151.83461371020474,LEC
10,117.93533140443898,121.13830288158762,LEC
11,160.66008242318466,164.41183676765868,LEC
12,248.50624993629629,246.54561136900432,NOR
13,160.2605872067221,153.7658150859011,NOR
14,148.49927478045228,138.2792694467668,NOR
15,108.60731310917885,107.1295772529445,NOR
16,214.18987736192827,214.0830171824176,NOR
17,238.00129397544654,242.11787545200565,LEC
18,129.0636028057065,129.65732149867245,LEC
19,237.25493999540424,235.60427180215873,NOR
20,275.1956138782766,275.78185292631576,LEC
21,203.20921421201533,195.2618081021744,NOR
22,146.5711781634317,148.9102626895737,LEC
23,218.6512662992475,218.17341867851394,NOR
24,232.58751410967614,233.04868535905226,LEC
25,258.4500032,,NOR
