Minisector,LEC,SAI,Fastest
0,308.9438986666667,310.85074577403503,SAI
1,175.1822594265971,219.50883152306739,SAI
2,145.29107097035993,142.9441728166616,LEC
3,225.49443523255295,220.58544955767195,LEC
4,165.3297992778408,171.22908552275862,SAI
5,183.3980043460809,171.2442543936277,LEC
6,255.0260668803669,250.76338297512459,LEC
7,280.9062052113815,278.16365123555556,LEC
8,288.5651313131313,288.1060716816931,LEC
9,259.98495220184736,262.0091824077851,SAI
10,242.97275479264482,238.0095111228283,LEC
11,244.17825081342173,243.9640684710686,LEC
12,193.69730089636582,201.42099746489964,SAI
13,124.84145091536968,131.23231544509508,SAI
14,132.9182449711931,134.61697848296296,SAI
15,171.6798328991839,170.77452181281308,LEC
16,246.4259090909091,252.7192892127731,SAI
17,231.106865362387,253.90418628510213,SAI
18,112.311817801879,113.68286306389686,SAI
19,203.18205074157333,196.64375563015267,LEC
20,203.5695675768295,197.7916962548846,LEC
21,239.75873718816283,236.62154648153378,LEC
22,267.8830533448812,273.6234431775662,SAI
23,287.8355617538513,296.4888853316079,SAI
24,300.9623241861229,314.507068400538,SAI
25,306.9562496,320.81000064,SAI
