Minisector,HAM,HUL,Fastest
0,274.4340562678475,276.53304072982456,HUL
1,305.1213667562152,303.7305241866667,HAM
2,325.63344918874077,316.19989972644385,HAM
3,341.7678891404603,324.08904394666666,HAM
4,346.5148550551805,328.0,HAM
5,347.81688984761905,329.30705240584973,HAM
6,220.8613509182098,205.86246630095238,HAM
7,107.39220446414247,105.15575241464984,HAM
8,191.03689673089886,187.4654724119998,HAM
9,263.14632692172336,262.61722009493764,HAM
10,296.0110639589952,293.8727456152073,HAM
11,157.81081680510894,159.98156605585893,HUL
12,98.28607948993177,99.40582969498513,HUL
13,115.16212782263074,114.81661387314934,HAM
14,218.39771155169083,225.1343694402126,HUL
15,189.76728840131724,193.24342273056118,HUL
16,220.55644700606064,231.52835912977557,HUL
17,178.86847012689392,181.354210896196,HUL
18,236.4634616321195,240.905580325614,HUL
19,276.6858614480672,279.0790879719298,HUL
20,232.47807823597594,253.2646135314286,HUL
21,142.28350513763266,146.3165644137904,HUL
22,100.95229137312323,98.69154838899837,HAM
23,124.65771416809524,124.49581695136527,HAM
24,227.05301497973122,221.84194888367585,HAM
25,,260.0,HUL
