Minisector,VER,RIC,Fastest
0,258.03360541239806,263.54942895336586,RIC
1,142.81434521857452,137.4504715914144,VER
2,267.23931426359115,265.5475076410661,VER
3,309.5471247167947,309.4313651460063,VER
4,308.93986303070574,310.4153662359596,RIC
5,316.4362698677954,319.3021634477682,RIC
6,320.40943751991114,331.3746981052678,RIC
7,315.25015123793946,341.64558134975897,RIC
8,200.12117152163347,194.97895473709573,VER
9,203.83725697655584,196.30565077090773,VER
10,182.15068124935857,183.51047686611255,RIC
11,179.9828601284034,169.91627069551913,VER
12,256.94816409274733,247.55573608483436,VER
13,276.1770801323232,267.86943867648273,VER
14,284.7842705773754,277.2623023380889,VER
15,270.6744672741895,268.87575826857744,VER
16,185.611725059839,171.19197297615776,VER
17,195.9304409401905,192.2547715679372,VER
18,247.97801415749322,243.21938430669064,VER
19,289.1390577196372,285.6881461934776,VER
20,308.9846604181242,302.4436693206025,VER
21,314.50964284675325,307.2782050680342,VER
22,309.11239733434064,305.30001058030547,VER
23,252.50604064287745,244.28895383026455,VER
24,121.10290275421488,118.39778394472809,VER
25,231.3875,229.7249984,VER
