Minisector,SAI,LEC,Fastest
0,248.20513572392156,253.509775230839,LEC
1,122.87504881596284,127.33210823280463,LEC
2,205.78836035324673,194.88105945566136,SAI
3,246.79142436569416,243.89138290910952,SAI
4,257.75948557206345,257.46257308968063,SAI
5,178.8211110271937,171.99572156444444,SAI
6,143.30059982447972,144.468377476,LEC
7,180.56075520241814,182.08058867395152,LEC
8,99.96410281623946,99.38244807466447,SAI
9,73.70771669431117,71.48650776104668,SAI
10,93.74848820142056,93.8092624013288,LEC
11,188.36438835428572,185.14422361808926,SAI
12,244.51975857884335,245.44954744242426,LEC
13,267.2746530466936,266.8342226713388,SAI
14,273.5605745964945,275.91079274762353,LEC
15,104.59177569283625,97.21092303847144,SAI
16,143.91039394438096,153.03957573123353,LEC
17,170.07947654451576,174.37438491476945,LEC
18,196.10075270775025,199.3777975942952,LEC
19,206.6817204688889,202.30108645345666,SAI
20,133.74839598142526,135.7690683645561,LEC
21,101.49531482877266,100.78883606476562,SAI
22,100.63146046945847,99.40792413843351,SAI
23,201.0896152735635,201.9645348491228,LEC
24,251.70163443543936,252.45706277375942,LEC
25,263.74999893333336,,SAI
