Minisector,HAM,GAS,Fastest
0,277.84665877413977,284.0581403022999,GAS
1,225.59900295314284,230.61822268157349,GAS
2,115.07980673564401,112.85404387382829,HAM
3,194.39284408950792,199.05577893238322,GAS
4,172.7526880344086,171.27196793764747,HAM
5,224.23582193112756,218.99910652698415,HAM
6,287.44931352804235,284.36282688,HAM
7,308.3663688804233,309.2213538666667,GAS
8,180.96567537269843,174.29120028629148,HAM
9,125.9838031769247,122.54665800103211,HAM
10,136.52811280853484,136.12687228460354,HAM
11,199.8250910945055,197.06243609091908,HAM
12,209.89194765294857,203.40372570299823,HAM
13,131.08546742113822,130.78775871029978,HAM
14,142.42114861898636,138.07232379614123,HAM
15,132.01866733339418,137.48126365895743,GAS
16,264.29843962134635,263.04217314890593,HAM
17,135.26200040686678,138.29391071462112,GAS
18,201.81921629050717,206.3712882346589,GAS
19,132.3731145043436,127.42887099297145,HAM
20,145.70750644782584,140.67596503305654,HAM
21,128.50145636311748,125.58294970623498,HAM
22,151.48879398284691,159.13555239249638,GAS
23,222.51709396746614,216.24166634666668,HAM
24,242.58858731594205,238.40136931277794,HAM
