Minisector,LEC,PER,Fastest
0,293.46815446580086,291.7931874806187,LEC
1,304.45395824,309.6771931508772,PER
2,310.7016273897455,317.45424389135803,PER
3,311.02623009211095,311.663389677586,PER
4,199.73722853382068,198.05638774349205,LEC
5,225.0482318957585,220.45585602065154,LEC
6,267.58667549944727,265.6707819064182,LEC
7,269.84130527536234,270.4123099151515,PER
8,195.22569157603687,198.50792236111565,PER
9,157.06041738269312,158.67696217115818,PER
10,186.26034029636548,183.58259520860216,LEC
11,259.16269800686007,256.629941677261,LEC
12,251.2094295777867,251.978000368254,PER
13,234.82851144684952,233.56673600000002,LEC
14,269.2630119694725,272.30872845348887,PER
15,176.4360383282361,174.7238793635854,LEC
16,221.59819340915237,222.2541144302024,PER
17,244.6217009345175,244.12242331134948,LEC
18,140.877942324226,136.6496866676417,LEC
19,242.81956120229592,242.22423686199792,LEC
20,278.205668738322,278.3558056982552,PER
21,259.0586576952381,247.64605572812397,LEC
22,147.4065088102733,148.8160567711963,PER
23,215.91218975310628,216.42499956721784,PER
24,272.6280300121212,270.47531343942455,LEC
