Minisector,VER,GAS,Fastest
0,313.5577490863079,298.6203483140474,VER
1,255.28633198933335,251.2752169216159,VER
2,198.15013656046753,199.82292435750992,GAS
3,263.0976601041115,268.130885230722,GAS
4,234.48220952870497,228.23640404574792,VER
5,120.77449182904161,116.00348746142508,VER
6,183.8136520549625,180.36728749863346,VER
7,257.2721073967628,257.39588159895294,GAS
8,284.5474304985713,285.6060099335749,GAS
9,297.8155676433048,299.00046803828866,GAS
10,300.6985484806829,305.19880934603174,GAS
11,232.31333097540556,229.69851528093676,VER
12,146.6417715994759,145.15028749069157,VER
13,254.6084337237695,257.9761641403297,GAS
14,286.4720490433461,289.90647142510477,GAS
15,298.51361496962807,299.4376769832519,GAS
16,292.9768913285145,297.2076784990476,GAS
17,271.2678657043259,261.4278144641364,VER
18,194.89229173976676,185.8313747449957,VER
19,194.457117034701,191.0183241127419,VER
20,185.85108949501736,183.01905064092045,VER
21,249.9241637363717,248.7673916071985,VER
22,131.74502799171148,126.26782469086021,VER
23,195.26488647576087,202.30981003160105,GAS
24,275.61108873673635,276.7983026065319,GAS
