Minisector,PER,HAM,Fastest
0,290.9402737735818,295.4402456915716,HAM
1,301.73105250807015,306.2372739349611,HAM
2,275.67997778986665,282.60126664840357,HAM
3,107.7494541937983,105.97158646210549,PER
4,216.69337406258504,216.86536651097643,HAM
5,267.57986194511267,270.93146402194986,HAM
6,202.09279251857143,213.33237522051283,HAM
7,164.47619834208513,157.50412916915138,PER
8,204.81940626880674,201.79136712404647,PER
9,203.37418172298348,214.27950964578594,HAM
10,114.79364700512537,109.96982178162355,PER
11,227.7745621937577,225.8964955018333,PER
12,118.23913087954558,113.73958188062625,PER
13,221.75652198420966,217.9700044310204,PER
14,271.3266418389625,272.152870787626,HAM
15,212.95378647352274,211.40476131889932,PER
16,192.36979971599524,194.64754072795623,HAM
17,239.3062275322864,251.18811735988456,HAM
18,192.4161547869264,195.38641081659017,HAM
19,186.12286866235323,177.99360615731092,PER
20,263.6504424640542,264.11061043169525,HAM
21,288.4368836949281,292.9148276385185,HAM
22,167.84367734590475,169.4603828304267,HAM
23,204.04043939684658,207.4783369451122,HAM
24,270.25309365439153,274.2585675362238,HAM
25,284.16,,PER
