Minisector,HAM,ALO,Fastest
0,252.42858247576717,255.13288735188846,ALO
1,217.25157350054934,199.9186631163454,HAM
2,212.23309517774064,208.18785993344315,HAM
3,261.08416411048296,261.33444467070706,ALO
4,275.7139770888312,275.35282174521535,HAM
5,293.7094388716553,290.9747909977611,HAM
6,151.71400781185832,150.13280819776287,HAM
7,184.20616730048678,188.48342777295716,ALO
8,269.1179524549184,272.54240988504614,ALO
9,299.6913661563581,308.0633161802688,ALO
10,310.90522175657327,325.2102732020168,ALO
11,307.9747932635746,305.058457847815,HAM
12,105.72915595617403,101.38697071534425,HAM
13,195.3665001877211,201.76500632491064,ALO
14,272.59449286852293,280.88926030646496,ALO
15,296.6069083555599,311.89474611961907,ALO
16,300.0354823774892,320.46791671492065,ALO
17,188.72672719504195,174.01129686137565,HAM
18,225.6146405185185,224.6822278502564,HAM
19,272.27250077605476,267.8239286067532,HAM
20,146.72802352756494,143.82143903584415,HAM
21,148.14220210108527,145.15507582215358,HAM
22,235.27973678470863,223.51860080827748,HAM
23,236.7992801025641,218.50728046111382,HAM
24,162.07515401319512,166.32196880989179,ALO
