Minisector,VER,NOR,Fastest
0,290.5731894698465,292.3000334307318,NOR
1,299.1656731405128,302.54592622336156,NOR
2,285.14835733,280.5598541021645,VER
3,120.03367067642982,110.54535735133659,VER
4,226.07762385771255,224.09286912187002,VER
5,271.93627951424804,272.6771638366874,NOR
6,215.92979171366665,219.53158755185953,NOR
7,168.08735284338624,166.88704640226774,VER
8,224.28568172106964,211.9420670218404,VER
9,228.75443168571428,216.88779070753822,VER
10,122.03639544550305,118.15915416227828,VER
11,232.49295125157823,230.80974639519147,VER
12,119.7096837652386,116.55701626454102,VER
13,225.5112848802791,222.24922273383436,VER
14,272.90121042957395,275.96802135533756,NOR
15,231.8699941227385,229.89273447682538,VER
16,203.21207259521813,192.82608198448202,VER
17,253.3880427938624,253.136899478536,VER
18,210.29102837223974,211.4428187928012,NOR
19,186.54693192787303,180.76652702903633,VER
20,264.43213869619063,263.31541715724865,VER
21,289.46476785124713,290.27937866447206,NOR
22,170.9167953243501,170.08077976019098,VER
23,212.87595208492553,210.17822886884628,VER
24,271.00882607512466,273.9543774249727,NOR
25,,292.0,NOR
