Minisector,LEC,SAI,Fastest
0,260.50083282857145,256.69918803859986,LEC
1,136.44313745239566,135.44197617131312,LEC
2,206.86518620555916,202.83158917746172,LEC
3,247.31452370285714,247.2824914422439,LEC
4,255.14118279183975,256.6403754805195,SAI
5,174.64396415061003,178.9676527925019,SAI
6,145.8742617793016,149.91850674699938,SAI
7,184.10254791538284,183.1614394375065,LEC
8,102.95935631278756,103.01513594823992,SAI
9,71.1024909550716,75.01329342206746,SAI
10,98.02791612765871,92.63535811103493,LEC
11,192.59407516309773,189.7391888838095,LEC
12,247.9786338369414,245.0092561235209,LEC
13,269.94507609761905,270.72904273038097,SAI
14,281.17440924835165,275.82099191794873,LEC
15,110.61044685620722,105.16481880630181,LEC
16,162.0873198640254,160.7001765683117,LEC
17,187.48720476756694,188.6449232082874,SAI
18,199.04555009705217,204.4768668819753,SAI
19,217.51444695505026,215.39422131190477,LEC
20,139.34941202540605,141.5679961004329,SAI
21,104.910282432994,102.9696465266483,LEC
22,100.02962499288127,100.97620396084159,SAI
23,203.05137178818552,204.1903349981818,SAI
24,248.34752726153846,253.684412205874,SAI
25,264.9499968,,LEC
