Minisector,VER,NOR,Fastest
0,323.44350764295353,319.71333023084173,VER
1,246.67733135746033,236.54609791353536,VER
2,124.18738121442819,132.16485157321364,NOR
3,240.93798409384732,236.94886500097354,VER
4,191.70348269796696,197.39010233167434,NOR
5,251.27695862289175,249.53496357506032,VER
6,235.8704512191062,230.68742944981838,VER
7,256.9349283752248,261.89711028489734,NOR
8,291.3423724711111,291.86174170026663,NOR
9,214.37520010950516,190.69960244063563,VER
10,192.7272087123707,217.26488578597184,NOR
11,272.350345038002,270.35598692824794,VER
12,226.32795559461528,214.81361123932874,VER
13,249.02141147878788,260.6426815525948,NOR
14,292.77215429075346,296.5327692047619,NOR
15,309.8318920725265,309.5197114862154,VER
16,309.07043630629863,301.85614397966935,VER
17,213.23095734377173,199.52268445803838,VER
18,255.51693974641537,266.750249449418,NOR
19,295.4484487256219,300.4882860633052,NOR
20,311.1933537202336,310.18908210241545,VER
21,308.31624662643276,301.4409386031482,VER
22,157.013046268743,150.81073506566946,VER
23,226.30748340323203,241.80431244576172,NOR
24,286.6940209798758,291.063888952381,NOR
25,301.9312496,,VER
