Minisector,PIA,ALO,Fastest
0,314.2054420209606,319.47064567617963,ALO
1,309.64751586871796,322.8364601234286,ALO
2,156.9437824515193,181.5941408181406,ALO
3,161.53675195593152,147.78999402764978,PIA
4,203.6902899178939,202.8705990849623,PIA
5,157.70311338666457,145.54421469569644,PIA
6,209.7138672103266,194.57108358687628,PIA
7,274.36031926827553,263.24818906890755,PIA
8,291.26173498560377,284.47272315733335,PIA
9,281.83135954040404,276.7815656187947,PIA
10,243.49657456995334,230.941137792,PIA
11,248.02639557099488,235.38594902886828,PIA
12,219.50163583135847,211.4526360715599,PIA
13,177.06800077564677,193.22066104137141,ALO
14,136.91992501362336,137.5880065350602,ALO
15,132.66515031130578,131.69867685099123,PIA
16,203.8506256451505,172.7274667184762,PIA
17,271.4032569402645,253.1447459645993,PIA
18,207.2414022647517,265.1263157221053,ALO
19,115.80767457436473,115.19411840090585,PIA
20,210.82457319529087,174.17240866458414,PIA
21,189.5981130842704,185.43980919973822,PIA
22,245.16032893853668,209.09645986666663,PIA
23,280.5715859805519,263.7200096089266,PIA
24,306.96673766543415,293.2032594191236,PIA
25,,305.9761907809524,ALO
