Minisector,VER,NOR,Fastest
0,252.26308827875556,252.9754441031111,NOR
1,215.57867562410786,207.61429218097038,VER
2,211.740825971447,208.5923131441408,VER
3,259.5883828383216,259.8128669959153,NOR
4,274.82538224438673,277.44775183507,NOR
5,288.16955300442544,290.38559983026653,NOR
6,165.09836875851852,148.23358046929584,VER
7,167.30768815349,187.83750118166998,NOR
8,265.0246310575469,269.50020856444445,NOR
9,291.3144072692917,295.8367139168831,NOR
10,302.0975440795767,306.305446285291,NOR
11,300.97999561500814,303.50150840743765,NOR
12,115.75609935368928,115.86001356066083,NOR
13,189.33471498828283,198.3561510857143,NOR
14,269.72361757056274,271.42687252077087,NOR
15,290.1500854128104,295.528661414911,NOR
16,296.0570668960401,292.83408966857144,VER
17,187.8679464246349,179.890262766547,VER
18,218.10924360691357,223.81127913773318,NOR
19,266.68083733491346,268.8330436452174,NOR
20,153.68912325917609,141.16464772899033,VER
21,148.7173577175713,142.96998397713395,VER
22,219.7426151256733,226.0511025736709,NOR
23,237.58366071122154,215.6024376616283,VER
24,162.99287449821276,159.75744834392563,VER
25,226.3249984,,VER
