Minisector,LEC,STR,Fastest
0,284.49385798787876,287.07244636168303,STR
1,298.95940024037424,299.2388890122449,STR
2,305.0720237714286,303.2654849797896,LEC
3,306.30228174391533,296.7211010590476,LEC
4,251.72498964858826,251.79044962133332,STR
5,190.7471384872504,184.95415385899443,LEC
6,254.19799892710805,255.1504223301587,STR
7,280.516581478458,276.5197025438963,LEC
8,207.51532889150013,199.63555512888888,LEC
9,207.16728241777778,201.99119581198568,LEC
10,140.9541609267607,140.9890658871359,STR
11,245.00716620799997,247.46895009996337,STR
12,273.6299735266264,271.8259469090909,LEC
13,217.93097389387756,226.04462323174062,STR
14,262.1726545298183,259.94124554285713,LEC
15,224.37299543703705,219.65563925914253,LEC
16,183.2696143665773,179.3012639030303,LEC
17,257.013431347412,255.5156555409727,LEC
18,154.99825667677194,147.12974762170543,LEC
19,207.3268485170068,208.85704029359925,STR
20,269.44986481928515,274.0509064811594,STR
21,288.8626983111111,287.4739467388811,LEC
22,162.83414537735248,160.35274074385967,LEC
23,178.8581929859944,176.63916844743162,LEC
24,257.0132256989863,258.66198436580055,STR
