Minisector,RUS,OCO,Fastest
0,273.71855220242423,270.7267830207035,RUS
1,298.9434083347295,304.29943250735926,OCO
2,312.7405094874074,322.1000784271429,OCO
3,320.80829561606396,334.8036582452572,OCO
4,325.1520016664704,344.8708332952381,OCO
5,314.27453796857145,345.7054761447619,OCO
6,197.59131762962963,226.01437467062695,OCO
7,103.78216891407514,99.4641707416041,RUS
8,185.46409864749282,177.5406441945388,RUS
9,257.2914153936842,253.03356523047617,RUS
10,285.1441376923459,290.8758266115014,OCO
11,161.27591417626928,162.01841667310347,OCO
12,96.18541778051025,93.46906603282073,RUS
13,115.25923782578622,112.40717284841939,RUS
14,217.25947545301588,209.28267026262628,RUS
15,178.38420175205414,182.9448275292612,OCO
16,218.47119025066667,224.46801527873015,OCO
17,173.98666704190254,165.6773314443034,RUS
18,233.03823745990425,228.79692843631747,RUS
19,281.14280433203794,273.2732522647769,RUS
20,243.18287562874457,241.00091707654323,RUS
21,143.75699312275736,144.35418773125485,OCO
22,91.70737289750527,93.25272506083581,OCO
23,123.8650244685197,117.23235461714287,RUS
24,221.05158909090912,215.38006829079364,RUS
25,254.08571977142856,250.5625,RUS
