Minisector,HAM,ALB,Fastest
0,253.20805177124777,257.845500054881,ALB
1,210.57113279319142,207.85319354920634,HAM
2,222.44567997667576,218.85271949797863,HAM
3,262.1383931428571,261.77403831794874,HAM
4,276.3804203934691,276.4433710010241,ALB
5,224.32872275268818,224.37761172493248,ALB
6,97.6501521137319,96.31874763410815,HAM
7,177.5011400752403,183.88852575294482,ALB
8,267.29674220130835,268.6954229343015,ALB
9,290.33920562916705,290.4425345777778,ALB
10,299.7372154501035,298.7719202782609,HAM
11,295.6831208264219,293.30185544032815,HAM
12,114.0450006933485,110.41165702342684,HAM
13,211.09545848332212,216.03497963639396,ALB
14,274.60728316559783,277.42356213385773,ALB
15,292.3991201722567,296.75996093935584,ALB
16,227.07414067788375,216.12086178299487,HAM
17,123.83593528208154,125.01013983318919,ALB
18,153.3941078320632,157.00627041555035,ALB
19,252.3146101300696,255.14529285925926,ALB
20,159.36027491288954,161.02600371036593,ALB
21,129.84229136013397,129.3252813687613,HAM
22,201.67436744066896,203.40519559720624,ALB
23,212.9743255019482,209.56768708257897,HAM
24,168.3564819148695,168.26094404619786,HAM
25,229.541664,,HAM
