Minisector,LEC,OCO,Fastest
0,266.7801472,267.2840756929972,OCO
1,292.3336474867248,292.2921826816528,LEC
2,304.77818631215683,305.9818872313725,OCO
3,314.63031997142855,315.04458540055026,OCO
4,320.2741319111111,320.9770450330734,OCO
5,321.8352232285714,323.5512500148148,OCO
6,201.85364502470668,216.9691166522567,OCO
7,104.26816601245837,102.5013552799817,LEC
8,178.72832337737287,182.940059608658,OCO
9,255.02129641481483,254.66804658354977,LEC
10,285.69047636825394,286.18938269238095,OCO
11,165.79838303821882,161.9456219412245,LEC
12,95.9591575574621,95.37550344778987,LEC
13,111.04326089740381,109.97850093487288,LEC
14,213.46601363014491,212.96115551619047,LEC
15,185.29857896693173,175.1111293598219,LEC
16,222.07880523636365,221.37374651851852,LEC
17,172.7916894065934,167.75085074589583,LEC
18,234.11162185785125,230.19357361171504,LEC
19,272.8931621495238,271.3303639355844,LEC
20,241.77863408521304,248.68247221032124,OCO
21,144.95410120364656,143.82871003905228,LEC
22,94.8015043621483,93.68749063442178,LEC
23,122.30965821617428,120.83935112411135,LEC
24,218.6232630233766,211.4821158859996,LEC
25,251.62,250.53000192000002,LEC
